SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,ISIN NUMBER,TIMESTAMP,GAINS
SWANENERGY,Swan Energy Limited,EQ,2012-05-29,INE665A01038,2022-11-11,0.130787
ROSSELLIND,Rossell India Limited,EQ,2012-09-25,INE847C01020,2022-11-11,0.1286417
BANSWRAS,Banswara Syntex Limited,EQ,2007-04-11,INE629D01020,2022-11-11,0.1245824
ZOMATO,Zomato Limited,EQ,2021-07-23,INE758T01015,2022-11-11,0.1030303
HNDFDS,Hindustan Foods Limited,BE,2019-08-19,INE254N01026,2022-11-11,0.1029586
EROSMEDIA,Eros International Media Limited,EQ,2010-10-06,INE416L01017,2022-11-11,0.1028807
COCHINSHIP,Cochin Shipyard Limited,EQ,2017-08-11,INE704P01017,2022-11-11,0.1006897
LOTUSEYE,Lotus Eye Hospital and Institute Limited,BE,2008-07-11,INE947I01017,2022-11-11,0.0978418
SAKSOFT,Saksoft Limited,EQ,2005-05-09,INE667G01023,2022-11-11,0.0977121
GLFL,Gujarat Lease Financing Limited,EQ,1995-02-08,INE540A01017,2022-11-11,0.0930232
MELSTAR,Melstar Information Technologies Limited,BZ,2000-03-07,INE817A01019,2022-11-11,0.0833333
NYKAA,FSN E-Commerce Ventures Limited,EQ,2021-11-10,INE388Y01029,2022-11-11,0.0817071
RPGLIFE,RPG Life Sciences Limited,EQ,2008-06-10,INE105J01010,2022-11-11,0.0763104
DCXINDIA,DCX Systems Limited,EQ,2022-11-11,INE0KL801015,2022-11-11,0.0747387
ARVSMART,Arvind SmartSpaces Limited,EQ,2015-08-26,INE034S01021,2022-11-11,0.0723609
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,2007-02-28,INE812G01025,2022-11-11,0.0678572
KENNAMET,Kennametal India Limited,EQ,1994-11-03,INE717A01029,2022-11-11,0.0639364
ARROWGREEN,Arrow Greentech Limited,EQ,2015-05-21,INE570D01018,2022-11-11,0.0632479
ALLCARGO,Allcargo Logistics Limited,EQ,2006-06-23,INE418H01029,2022-11-11,0.0630419
BANG,Bang Overseas Limited,EQ,2008-02-20,INE863I01016,2022-11-11,0.062062
LUMAXTECH,Lumax Auto Technologies Limited,EQ,2007-01-16,INE872H01027,2022-11-11,0.0605042
SECURCRED,SecUR Credentials Limited,EQ,2022-10-17,INE195Y01010,2022-11-11,0.0603658
TVSSRICHAK,TVS Srichakra Limited,EQ,2007-02-13,INE421C01016,2022-11-11,0.0569307
SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,ISIN NUMBER,TIMESTAMP,GAINS
NEULANDLAB,Neuland Laboratories Limited,EQ,2008-10-13,INE794A01010,2022-11-10,0.1973498
PAR,Par Drugs And Chemicals Limited,EQ,2021-09-16,INE04LG01015,2022-11-10,0.1677568
NYKAA,FSN E-Commerce Ventures Limited,EQ,2021-11-10,INE388Y01029,2022-11-10,0.1272455
BSL,BSL Limited,BE,1995-07-27,INE594B01012,2022-11-10,0.1272239
SANGHVIMOV,Sanghvi Movers Limited,EQ,2007-01-24,INE989A01024,2022-11-10,0.1268889
TVSSRICHAK,TVS Srichakra Limited,EQ,2007-02-13,INE421C01016,2022-11-10,0.1084055
KARMAENG,Karma Energy Limited,EQ,2011-06-28,INE725L01011,2022-11-10,0.0986717
TNTELE,Tamilnadu Telecommunication Limited,BE,2003-02-04,INE141D01018,2022-11-10,0.0927152
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,2019-12-30,INE689W01016,2022-11-10,0.0895437
HARIOMPIPE,Hariom Pipe Industries Limited,EQ,2022-04-13,INE00EV01017,2022-11-10,0.0743787
SEJALLTD,Sejal Glass Limited,BE,2021-12-13,INE955I01044,2022-11-10,0.0723386
IONEXCHANG,ION Exchange (India) Limited,EQ,2022-02-22,INE570A01014,2022-11-10,0.0635083
IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,2010-03-30,INE975G01012,2022-11-10,0.0625
NESCO,Nesco Limited,EQ,2008-04-08,INE317F01035,2022-11-10,0.0621487
ESABINDIA,Esab India Limited,EQ,1995-11-01,INE284A01012,2022-11-10,0.061241
GODREJPROP,Godrej Properties Limited,EQ,2010-01-05,INE484J01027,2022-11-10,0.0603862
NDGL,Naga Dhunseri Group Limited,EQ,2016-08-29,INE756C01015,2022-11-10,0.0595269
HINDMOTORS,Hindustan Motors Limited,BE,2011-02-21,INE253A01025,2022-11-10,0.0595238
WONDERLA,Wonderla Holidays Limited,EQ,2014-05-09,INE066O01014,2022-11-10,0.0592592
VERTOZ,Vertoz Advertising Limited,BE,2020-05-14,INE188Y01015,2022-11-10,0.0591667
PALASHSECU,Palash Securities Limited,EQ,2017-07-28,INE471W01019,2022-11-10,0.0573529
DAMODARIND,Damodar Industries Limited,EQ,2016-07-04,INE497D01022,2022-11-10,0.0572973
GRAUWEIL,Grauer & Weil (India) Limited,EQ,2021-08-05,INE266D01021,2022-11-10,0.0572057
ROHLTD,Royal Orchid Hotels Limited,EQ,2006-02-06,INE283H01019,2022-11-10,0.0553231
SIKKO,Sikko Industries Limited,BE,2021-10-22,INE112X01017,2022-11-10,0.0551948
